,Canonical_smiles,Murcko,ClassE,No
6833,Fc1ccc2c(noc2c1)C3CCN(CCCOc4ccc(CCc5oc6ccccc6n5)cc4)CC3,c1ccc2oc(CCc3ccc(OCCCN4CCC(c5noc6ccccc56)CC4)cc3)nc2c1,1,2691
225,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],c1ccccc1,0,67
6734,Cc1ncc(CNC2CCN(CCN3C(=O)C=Cc4ncc(Oc5ccc(cc5)S(=O)(=O)N)cc34)CC2)cc1Cl,O=c1ccc2ncc(Oc3ccccc3)cc2n1CCN1CCC(NCc2cccnc2)CC1,0,2294
384,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,0,3729
6667,COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NC(=O)c5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(C(=O)NC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,0,6976
5918,CCOC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(C)cn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,7930
473,CCCCN(CCCC)CC(O)c1cc(Cl)cc2\C(=C/c3ccc(Cl)cc3)\c4cc(Cl)ccc4c12,C(=C1c2ccccc2-c2ccccc21)c1ccccc1,1,5172
6661,COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OC(C)C(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,341
518,[Cl-].CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C,[N+]=C1C=CC(=C(c2ccccc2)c2ccccc2)C=C1,0,7210
756,N.CCN(CC)C(C)CCCNc1nccc(NCc2ccc(Cl)cc2Cl)n1,c1ccc(CNc2ccncn2)cc1,1,6638
1469,CC(C[C@H](NC(=O)C1CCC1)c2ccccc2)N3CCC(CC3)n4c(C)nnc4C,O=C(NC(CCN1CCC(n2cnnc2)CC1)c1ccccc1)C1CCC1,1,7167
81,CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)O,O=C1CC2N1CCS2(=O)=O,0,4171
5728,COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)C(=O)N,O=C(N1CCc2ncccc2C1)C12CNCC1CC(NC1CCOCC1)C2,0,4882
8336,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4cc(F)c(F)c(F)c4,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,5086
3128,COc1cc(\C=C\c2nc(N)nc(Nc3ccccc3)n2)ccc1n4cnc(C)c4,C(=Cc1ncnc(Nc2ccccc2)n1)c1ccc(-n2ccnc2)cc1,1,3602
4079,COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccccc4)Cc5ccccc5)nn3,O=C(Cn1cc(-c2ccc(-n3ccnc3)cc2)nn1)N(Cc1ccccc1)Cc1ccccc1,1,7997
305,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,1,3823
6504,CN1CCOc2ccc(CNC34CCC(C[C@]5(O)CN6C(=O)C=Cc7ncc(F)c5c67)(CC3)OC4)nc12,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(n3)NCCO4)(CC1)CO2,0,1435
3143,CCN(CC)CCOc1ccc(cc1)N2C=CC(=CC2=O)OCc3ccccc3,O=c1cc(OCc2ccccc2)ccn1-c1ccccc1,1,4639
219,CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O,O=C(NCCc1ccccc1)C1CCCCC1,0,1711
3553,ONC(=O)\C=C\c1ccc(CNCCc2c([nH]c3ccccc23)c4cccs4)cc1,c1ccc(CNCCc2c(-c3cccs3)[nH]c3ccccc23)cc1,1,5134
8005,CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)\C=C\c4c(Cl)cccc4Cl,O=c1cc(C=Cc2ccccc2)oc2c(C3CCNCC3)cccc12,0,7227
377,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,c1ccc(C(CCN2CCCCC2)C2CCCCC2)cc1,0,4502
5670,CCCCCCCN(CC)C\C=C\CCc1ccc(Cl)cc1,c1ccccc1,1,3390
2654,CCN(CC)C(c1ccccc1)C(O)(c2cccnc2)c3cccnc3,c1ccc(CC(c2cccnc2)c2cccnc2)cc1,0,2475
7306,CN1CCN(CC1)c2ccc(Nc3nc(Oc4cccc(NC(=O)C=C)c4)c5cc[nH]c5n3)cc2,c1ccc(Oc2nc(Nc3ccc(N4CCNCC4)cc3)nc3[nH]ccc23)cc1,1,1674
176,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,O=C1C=CC2C(=C1)CCC1C3CCCC3CC(=O)C21,0,6984
425,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,c1ccc(CCCCNCCc2ccccc2)cc1,1,6481
5674,CCCCCCCN(CC)CCCCc1ccc(Cl)cc1,c1ccccc1,1,6804
906,Cc1ncoc1c2nnc(SCCCN3CCc4cc5oc(CC6CC6)nc5cc4CC3)n2C,c1ncc(-c2nnc(SCCCN3CCc4cc5nc(CC6CC6)oc5cc4CC3)[nH]2)o1,1,2490
1291,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(=C)C,O=C1c2ccc3c(c2OC2COc4ccccc4C12)CCO3,0,7966
206,CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24,c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2,1,4511
1086,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,c1ccccc1,0,5372
2127,Cn1cnc(c1)C(=O)N(C[C@@H]2[C@H]3CN(CC4CC4)C[C@@H]23)Cc5cccc(OC(F)(F)F)c5,O=C(c1c[nH]cn1)N(Cc1ccccc1)CC1C2CN(CC3CC3)CC21,1,3806
5179,CN(CCOc1ccc(C)cc1)CCc2ccc(C)cc2,c1ccc(CCNCCOc2ccccc2)cc1,1,419
4137,CC(=O)c1ccc(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,0,618
5828,Cl.Cl.Cl.Cl.CCCn1c(C)c(cc1c2ccccn2)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl,O=C(NCCCN1CCN(c2ccccc2)CC1)c1c[nH]c(-c2ccccn2)c1,1,436
2086,FC(F)(F)c1cccc(c1)N2CCN(CCN3Cc4ccccc4C3)C2=O,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccccc1,1,3693
4212,Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCC3)cc2)c1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,0,7364
4260,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)NC5CC5,O=C(NC1CC1)c1cccc(-n2cnc3ccc(N4CCNCC4)cc3c2=O)c1,0,5758
3766,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3cccc(OC)c3)CC1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,1830
8331,COc1cccc(c1)C(=O)N2CCn3c(nnc3c4nc(C)ns4)[C@H]2C,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,6381
7414,COC(=O)N(CC(=O)O)Cc1cc(OCc2nc(oc2C)c3ccc(Cl)cc3)ccc1F,c1ccc(OCc2coc(-c3ccccc3)n2)cc1,0,4657
1281,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccccc1,0,311
4063,C(N1CCC(CC1)Oc2ncnc3c2ccn3Cc4ccccc4)c5cscn5,c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,1,2075
5173,C[n+]1c(CCCOc2cccc(Cl)c2)cccc1CCCOc3cccc(Cl)c3,c1ccc(OCCCc2cccc(CCCOc3ccccc3)[nH+]2)cc1,1,5036
1945,COc1cccc(c1)N2CCN(CCN3CCN(CC3)C(C)C)C2=O,O=C1N(CCN2CCNCC2)CCN1c1ccccc1,0,4621
4011,Fc1ccccc1c2nc3ccn(Cc4ccc(nn4)c5ccc(cc5C(F)(F)F)C(F)(F)F)cc3n2,c1ccc(-c2ccc(Cn3ccc4nc(-c5ccccc5)nc-4c3)nn2)cc1,1,651
1904,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cn4)C(F)(F)F)CC2)c5ccc(F)cc5,O=C(CC1CCN(Cc2ccn(-c3ccccn3)c2)CC1)NC(c1ccccc1)c1ccccc1,1,5391
592,NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cc(cc(c3)c4onc(n4)c5cccs5)C(=O)O,O=C(c1cccc(-c2nc(-c3cccs3)no2)c1)N1CCC(c2ccccc2)CC1,0,2597
5876,C[C@@H](CO)Oc1cc(Oc2ccc(cc2)C(=O)N3CCC3)cc(c1)C(=O)Nc4cc[nH]n4,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,0,5239
1360,CC(C)NC[C@H](O)COc1cccc2ccccc12,c1ccc2ccccc2c1,0,6049
5766,Fc1cccc(c1F)c2nc3cnn(Cc4onc(c4)c5ccc(cc5C(F)(F)F)C(F)(F)F)cc3n2,c1ccc(-c2cc(Cn3cc4nc(-c5ccccc5)nc-4cn3)on2)cc1,0,6111
5969,CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)C)C1)N2CC[C@H](NC(=O)c3cccc(n3)C(C)(C)C)C2=O,O=C(NC1CCN(C2CCCCC2)C1=O)c1ccccn1,0,5921
3274,Cl.CCC(CCNC)Oc1cc(Cl)ccc1C#N,c1ccccc1,0,8056
2676,C[C@@H](c1ncccc1C)c2c(CCN(C)C)sc3ccccc23,c1ccc(Cc2csc3ccccc23)nc1,1,1451
4593,CC(CN1CCN(CCc2ccc(cc2)[N+](=O)[O-])CC1)c3ccc(cc3)[N+](=O)[O-],c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,4078
153,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccccc1,0,5275
7168,Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(cc5F)C(F)(F)F)n2C,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnco5)[nH]4)CC32)cc1,1,236
1654,C[C@@H]1CN(CC2(CC2)C(=O)N)CCN1S(=O)(=O)c3ccc(cc3)[C@@](C)(O)C(F)(F)F,O=S(=O)(c1ccccc1)N1CCN(CC2CC2)CC1,0,6902
6770,[O-][N+](=O)c1ccc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)cc1,O=C1OCc2cc(CCN3CCN(CCc4ccccc4)CC3)ccc21,1,7524
640,CC(=O)Nc1cccc(c1)N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2,O=S(=O)(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,1,3470
2890,NC(=O)c1ccccc1O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1,1,5496
7997,CCOC(=O)C1=C(CN2CCOCC2)NC(=NC1c3ccc(Cl)cc3Cl)c4nccs4,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,1,7965
295,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,0,1800
4097,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(CC56CC7CC(CC(C7)C5)C6)C4=O)C(C)(C)C,O=C1C(n2cc(-c3ccc(-n4ccnc4)cc3)nn2)CCCCN1CC12CC3CC(CC(C3)C1)C2,1,2276
979,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,0,3133
4259,CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)N4CCOCC4,O=C(Nc1ccccc1)Nc1ccc(-c2nccc(N3CCOCC3)n2)cc1,0,2669
5860,COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C4)C(C)C)C(=O)c3n2)c5cccnc5C,O=c1c2nn(-c3ccccc3)cc2nc(-c2cccnc2)n1CC1CCCNC1,0,157
7354,[O-][N+](=O)c1ccc(NCCCCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)c6nonc16,c1ccc(Cn2c(NC3CCN(CCCCNc4cccc5nonc45)CC3)nc3ccccc32)cc1,1,591
1307,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4,O=C(c1ccccc1)c1ccccc1NCCc1ccc(OCCNc2ccccn2)cc1,0,751
1712,Oc1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,1132
3089,CN(C)CCN(Cc1cccs1)c2ccccn2,c1ccc(NCc2cccs2)nc1,0,592
217,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,c1ccccc1,0,5313
138,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,c1cc2c3c(c[nH]c3c1)CC1NCCCC21,1,2779
8325,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4cc(F)cc(F)c4,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,4714
5084,CO[C@@H]1C[C@@H]2C[C@H](C[C@@]2(C1)C(=O)N3CCc4ncc(cc4C3)C(F)(F)F)NC5CCOCC5OC,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,5069
5917,COC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4cnc(C)cn4,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1cnccn1,0,5765
3369,Cc1nc2ccccc2n1[C@H]3C[C@H]4CC[C@@H](C3)N4CCC5(CCN(CC5)C(=O)C(C)(C)C)c6ccccc6,c1ccc(C2(CCN3C4CCC3CC(n3cnc5ccccc53)C4)CCNCC2)cc1,1,43
3378,Cc1nc2ccccc2n1C3CC4CCC(C3)N4CCC5(CCN(CC5)C(=O)c6cccc(c6)C(=O)NO)c7ccccc7,O=C(c1ccccc1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,0,381
4868,CC(C)(C)c1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,O=C(NC1C2CC3CC(C2)CC1C3)c1cnn(-c2ccccc2)c1,0,2788
6230,COc1cnc2C=CC(=O)N(C[C@@H](N)[C@@H]3CC[C@H](CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,O=C1COc2ccc(CNC3CCC(CCn4c(=O)ccc5ncccc54)CC3)nc2N1,0,2712
6911,OC[C@@H]1CCCN1Cc2nc3ccccc3n2Cc4ccc(Cl)cc4,c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,1,7107
364,CN(C)c1nc(nc(n1)N(C)C)N(C)C,c1ncncn1,0,4666
4977,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4nncs4,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3nncs3)CC2)C1,0,1589
213,CNC1(CCCCC1=O)c2ccccc2Cl,O=C1CCCCC1c1ccccc1,0,3272
104,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,0,3167
55,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3,O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1,0,1459
7210,FC(F)(F)c1ccc(cc1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,6896
8323,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4cccc(F)c4,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,1521
6110,Clc1ccc2OC=C(CC3SC(=O)NC3=O)C(=O)c2c1,O=C1NC(=O)C(Cc2coc3ccccc3c2=O)S1,1,4834
2518,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4nc5ccccc5s4,c1ccc2sc(-c3ccc4cc(CCN5CCCC5)ccc4n3)nc2c1,1,7919
3800,N[C@H](CSC(=S)NCc1ccccc1)C(=O)O,c1ccccc1,0,3373
3594,C[C@H]1[C@@H](Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3,O=S1(=O)CC(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc21,1,6511
7280,CC(=O)N1Cc2ccccc2CC1CN3CCC4(CC3)CCc5ccccc45,c1ccc2c(c1)CNC(CN1CCC3(CCc4ccccc43)CC1)C2,1,7027
5979,CS(=O)(=O)c1ccc(cc1)c2cnc3ccc(nn23)c4cccc(c4)S(=O)(=O)C,c1ccc(-c2ccc3ncc(-c4ccccc4)n3n2)cc1,1,1170
5619,[O-][N+](=O)c1ccc(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)[N+](=O)[O-])cc1,O=C(Cc1ccccc1)N1CCN(CCc2ccccc2)CC1,1,616
361,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,O=C(NCC1CCCCO1)C1CCCN1,0,1606
173,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,O=C(CCc1ccccc1)c1ccccc1,1,2817
5467,Fc1ccc2c(noc2c1)C3CCN(CCCCOc4ccc5C(=CC(=O)Oc5c4)c6ccccc6)CC3,O=c1cc(-c2ccccc2)c2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,1,5855
840,CN(C1CCCCC1)C(=O)CC[C@@H](C2CCCCC2)N3Cc4cc(Oc5ccccc5)ccc4N=C3N,O=C(CCC(C1CCCCC1)N1C=Nc2ccc(Oc3ccccc3)cc2C1)NC1CCCCC1,1,2039
40,ClCCN(CCCl)P1(=O)NCCCO1,O=[PH]1NCCCO1,0,4209
5904,OCCN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,c1ccc(CNc2cccc3ncc(N4CCNCC4)cc23)cc1,1,2795
4751,CONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3Cl,O=C(NCCCN1CCC(NCc2ccsc2)CC1)c1cccnc1,1,2406
8208,CN1N=C(C=CC1=O)N2CC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)OCC2=O,O=C1OCc2cc(CCN3CCC4(CC3)CN(c3ccc(=O)[nH]n3)C(=O)CO4)ccc21,0,1561
802,CS(=O)(=O)c1cccc(c1)C(=O)N2CCN(C(=O)C2)c3ccc(OCCCN4CCCCC4)cc3.OC=O,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,0,1824
5874,CCn1ccc(NC(=O)c2cc(O[C@@H](C)CO)cc(Oc3ccc(cc3)C(=O)N4CCC4)c2)n1,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,0,5186
1711,COc1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,3845
555,CN1CCN(CCCCN2C(=O)CN(\N=C\c3oc(cc3)c4ccc(Cl)cc4)C2=O)CC1,O=C1CN(N=Cc2ccc(-c3ccccc3)o2)C(=O)N1CCCCN1CCNCC1,1,3010
6717,CCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,4318
887,COC1=C(OC)C(=O)C(=C(C)C1=O)CCCCCCCCCCO,O=C1C=CC(=O)C=C1,0,4178
3004,OC(=O)C1CCN(CC1)C2CC[C@@]3(C2)Cc4ccccc4Cc5ccccc35,c1ccc2c(c1)Cc1ccccc1C1(CCC(N3CCCCC3)C1)C2,0,1733
4601,Fc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,O=C1OCc2cc(CCN3CCN(CCc4ccccc4)CC3)ccc21,1,4107
2122,Clc1ccc(CN2CCN(CCN3Cc4ccccc4C3)C2=O)cc1Cl,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccccc1,1,2312
2693,C[C@H](C1=C(CCN(C)C)Cc2cc(C)ccc12)c3cnccn3,C1=C(Cc2cnccn2)c2ccccc2C1,1,1131
6168,Fc1ccccc1C2=CNC=C(C(=O)Nc3ccc4\C(=C\c5ccc[nH]5)\C(=O)Nc4c3)C2=O,O=C1Nc2cc(NC(=O)c3c[nH]cc(-c4ccccc4)c3=O)ccc2C1=Cc1ccc[nH]1,0,1104
1626,[Na+].CN(CS(=O)(=O)[O-])C1=C(C)N(C)N(C1=O)c2ccccc2,O=c1cc[nH]n1-c1ccccc1,0,6808
5676,CCCCCCCN(CC)CCCCCc1ccc(Cl)cc1,c1ccccc1,1,4577
165,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,c1ccc(C2CCNCC2)cc1,1,2900
6008,C[C@](O)(COc1ccc(F)cc1)C(=O)N2CCc3c(cccc23)C#N,O=C(CCOc1ccccc1)N1CCc2ccccc21,0,6521
2907,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,c1ccccc1,0,3367
3031,CC(C)S(=O)(=O)N[C@@H]1COC[C@@H]1c2ccc(cc2)c3cccc(c3)C(=O)C,c1ccc(-c2ccc(C3CCOC3)cc2)cc1,0,928
6513,O[C@@]1(CC23CCC(CC2)(CO3)NC\C(=C\c4cc(F)ccc4F)\F)CN5C(=O)C=Cc6ncc(F)c1c56,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccc3)(CC1)CO2,1,4010
2005,Clc1ccc(Cl)c(CN2CCN(CCN3Cc4ccccc4C3)C2=O)c1,O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccccc1,1,1077
4650,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23,c1ccc(CNc2ccc3ncn(-c4cc[nH]n4)c3n2)nc1,0,7280
2830,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)S(F)(F)(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,1599
5454,CC1=C(C)c2ccc(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)cc2OC1=O,O=c1ccc2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,1,3745
378,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,C1=CC(c2ccccc2)C=CN1,0,5112
5201,CCCCCCCCc1cccc(CCCCCCCC)[n+]1C,c1cc[nH+]cc1,1,6307
4568,[O-][N+](=O)c1ccc(CCN2CCNCC2)cc1,c1ccc(CCN2CCNCC2)cc1,1,4783
8027,CO[C@H](C1COC1)c2cc(Cl)c3CCN(CC4=C(OC)C=C(C)NC4=O)C(=O)c3c2Cl,O=C1c2cc(CC3COC3)ccc2CCN1Cc1ccc[nH]c1=O,0,4462
6470,FC(F)(F)c1ccc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,3429
1319,O[C@H](COc1cc(O)ccc1C(=O)N2C[C@H](O)CO2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,O=C(c1ccccc1OCCCN1CCC2(CC1)Cc1ccccc1O2)N1CCCO1,1,8331
4127,Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCCC3)cc2)c1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,0,7115
2563,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(C)onc4c5ccc(Cl)cc5,c1ccc(-c2nocc2-c2ccc3cc(CCN4CCCC4)ccc3n2)cc1,1,5234
1698,COC(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,5843
7852,COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)c5c(F)cccc5F)c2c1,c1ccc(C2CC(N3CCC(CCCc4ccnc5ccccc45)CC3)C2)cc1,0,5202
129,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,c1ccc(Nc2ccccc2)cc1,0,2433
6082,COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N)c2c1,O=c1ccc2ncccc2n1CCN1CCC(NCc2cccnc2)CC1,0,7128
948,Cc1ccc2c(cccc2n1)c3nnc(SCCCCN4CCc5cc6nc(oc6c(Br)c5CC4)C(F)(F)F)n3C,c1cc(-c2nnc(SCCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,1,6548
886,C[C@@H](NC(=O)c1oc(cc1)c2ccc(Cl)cc2)C(=O)N3CCN(CCCOc4ccc(cc4)C(=O)C5CC5)CC3,O=C(NCC(=O)N1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)CC1)c1ccc(-c2ccccc2)o1,1,5339
4282,COc1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc(OC)c1OC,c1ccc(CN2CCN(CCCCCC(c3ccccc3)c3ccccc3)CC2)cc1,1,4387
3084,CC(C)(CO)C(O)C(=O)NCCCO,,0,1005
6096,CO[C@H]1CN(CCN2C(=O)C=Cc3ncc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncccc54)CC3)nc2N1,0,6469
333,CC(C)Cn1cnc2c(N)nc3ccccc3c12,c1ccc2c(c1)ncc1nc[nH]c12,0,673
