,Canonical_smiles,Murcko,ClassA,No
4151,Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCCOCC4)nn3,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCOCC3)o2)cc1)c1ccccc1,0,2136
1785,COc1ccc(NC(=O)c2ccc(cc2)C(=N)N(C)C)c(c1)C(=O)Nc3ccc(Cl)cn3,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,0,5903
6518,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc(on4)c5cccs5)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3cc(-c4cccs4)on3)(CC1)CO2,1,4161
7275,C(C1Cc2ccccc2CN1)N3CCC4(CC3)CCc5ccccc45,c1ccc2c(c1)CNC(CN1CCC3(CCc4ccccc43)CC1)C2,0,5661
508,Cc1ccnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,O=C(c1cccnc1)N1CCC(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,1,6483
7197,CC(C)Oc1ccccc1N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,0,6119
954,Cc1ncoc1c2nnc(SCCCN3CCc4cc5NC(=O)COc5cc4CC3)n2C,O=C1COc2cc3c(cc2N1)CCN(CCCSc1nnc(-c2cnco2)[nH]1)CC3,1,3253
4588,[O-][N+](=O)c1ccc(CCN2CCN(CCc3ccc(cc3)c4cccc5C(=O)OCc45)CC2)cc1,O=C1OCc2c1cccc2-c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,4564
8011,CCOC(=O)C1=C(CN2CCCC2C(=O)O)NC(=NC1c3ccc(F)cc3Br)c4nccs4,C1=C(CN2CCCC2)NC(c2nccs2)=NC1c1ccccc1,0,6358
796,Fc1ccc(cc1)C(=O)N2CCN(C(=O)C2)c3ccc(OCCCN4CCCCC4)cc3,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,0,734
2487,Cc1ccc(c(F)c1)C23CC2CN(CCCSc4nnc(c5ocnc5C)n4C)C3,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,2512
2482,Cc1ncccc1c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccnc4)[nH]2)C3)cc1,1,6219
2430,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)CC)ccc1OC,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,1,5580
7165,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C#N)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,1597
1277,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCCOc5c4)CC3,O=C(NC1CCN(Cc2ccc3c(c2)OCCO3)CC1)c1cc(=O)c2ccccc2o1,1,267
4031,Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,O=C(Nc1ccccc1)Nc1ccc(-c2csc3c(-c4cn[nH]c4)cncc23)cc1,1,60
831,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccncc5)n4C)CCc3c2,c1cc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)ccn1,1,7541
8250,[I-].NC(=O)c1c2CC[N+]3(CCOCC3)Cc2sc1NC(=O)Nc4ccc(Cl)cc4,O=C(Nc1ccccc1)Nc1cc2c(s1)C[N+]1(CCOCC1)CC2,0,803
5648,Clc1ccc(cc1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ccc(Cl)cc5,O=C(NC(c1ccccc1)c1ccccc1)C1CCC(N2CCOCC2)CC1c1ccccc1,1,4322
4415,O=C(Cc1ccccc1)NCCN(c2ccccc2)c3ccccc3,O=C(Cc1ccccc1)NCCN(c1ccccc1)c1ccccc1,0,5929
327,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,c1ccc(Nc2ccnc3ccccc23)cc1,0,7053
5136,FC(F)(F)c1ccc2ncnc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5cccnc5)c2c1,O=C(CNc1ncnc2ccccc12)NC1CN(C2CCC(c3cccnc3)CC2)C1,0,1570
6441,Oc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,2265
2970,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5cc(Br)ccc45)C3)n2C,c1ccc2c(c1)CCC21CCN(CCCSc2nnc(-c3cnco3)[nH]2)C1,1,1421
7195,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cccnn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cccnn5)[nH]4)CC32)cc1,1,7011
901,CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(c3)C(=O)O)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,O=C(NCc1ccccc1)C1CCC(N2CCC(c3ccccc3)CC2)C1,1,1332
2540,FC(F)(F)c1cccc(c1)c2cc(CCCN3CCCCC3)nc(n2)C#N,c1ccc(-c2cc(CCCN3CCCCC3)ncn2)cc1,1,4282
5672,[I-].CCCCCCC[N+](CC)(CC)C\C=C\Cc1ccc(Cl)cc1,c1ccccc1,1,1038
6375,N[C@H]1CCCC[C@H]1Nc2ncc(C(=O)N)c(Nc3cccc4cc[nH]c34)n2,c1cc(Nc2ccnc(NC3CCCCC3)n2)c2[nH]ccc2c1,0,5827
5405,CN1CC(Cn2nc(c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c5cc(OC(F)F)ccc25)C1,c1ccc2c(c1)c(-c1cnc3[nH]ccc3n1)nn2CC1CNC1,1,5688
8000,Cl.CN(C\C=C\c1ccc(cc1)C(F)F)Cc2ccc3OCCc3c2,C(=Cc1ccccc1)CNCc1ccc2c(c1)CCO2,0,1310
2971,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5c(Br)cccc45)C3)n2C,c1ccc2c(c1)CCC21CCN(CCCSc2nnc(-c3cnco3)[nH]2)C1,1,2913
2412,Fc1ccc(CC2=CNC(=O)c3cc(Cl)c(Cl)n23)cc1C(=O)N4CCC5(CCCN5)CC4,O=C(c1cccc(Cc2c[nH]c(=O)c3cccn23)c1)N1CCC2(CCCN2)CC1,0,314
6266,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)N=S(=O)(C)C)cn2)c4onc(n4)C(F)(F)F,c1ccc(COc2cnc(N3CCN(c4ncno4)CC3)nc2)cc1,0,4247
192,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,c1ccccc1,0,983
595,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3,O=C(c1ccccc1)n1ccc2ccccc21,0,7973
900,Cc1cccnc1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5cccnc5,O=C(c1ccccn1)N1CCC(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1,1,6490
8071,C1CN2CCC1[C@]3(CN=C(Nc4cc(ncn4)n5ccnc5)O3)C2,c1cn(-c2cc(NC3=NCC4(CN5CCC4CC5)O3)ncn2)cn1,0,4856
743,CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCCO)c2)CC1,c1cc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)cs1,0,732
7853,C1CC(CCO1)c2c[nH]c3ncnc(N[C@@H]4CC[C@H](CC4)N5CCOCC5)c23,c1nc(NC2CCC(N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,0,3358
2439,COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)C3,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,1,4073
4743,COc1cccc2C(=O)N(CCc3ccccn3)C(C(=O)NCc4ccc(OC(F)(F)F)cc4)c12,O=C(NCc1ccccc1)C1c2ccccc2C(=O)N1CCc1ccccn1,0,3715
657,O=C(NC1CCN(Cc2ccc3OCOc3c2)CC1)C4=CC(=O)c5ccccc5O4,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1,294
2229,C[C@H](C1=C(CCN(C)C)Cc2ccccc12)c3ccccn3,C1=C(Cc2ccccn2)c2ccccc2C1,1,7667
5093,COC1COCCC1N[C@@H]2C[C@H]3C[C@@H](F)C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,4523
4310,COc1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(OC)c1OC,c1ccc(CN2CCC(CNCCCCCC(c3ccccc3)c3ccccc3)C2)cc1,1,6773
2901,FC(F)(F)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,O=S(=O)(Nc1ccc(C23CNCC2C3)cc1)c1ccccc1,1,1932
803,OC=O.Fc1cc(F)cc(c1)C(=O)N2CCN(C(=O)C2)c3ccc(OCCCN4CCCCC4)cc3,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,0,2262
199,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4,O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1,1,874
1025,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5ccc6oc(nc6c5CC4)C(F)(F)F)n3C,c1cc(-c2nnc(SCCCN3CCc4ccc5ocnc5c4CC3)[nH]2)c2cccnc2c1,0,7548
2929,Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5F)C(F)(F)F)n2C,c1ccc(C2CC3CCC(C2)N3CCCSc2nnc(-c3cnco3)[nH]2)cc1,1,7318
7148,Cn1c(SCCCN2CC3CCN(C3C2)c4cccc(F)c4)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,3024
834,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cccs5)n4C)CCc3c2,c1csc(-c2nnc(SCCCN3CCc4ccc(-c5ncco5)cc4CC3)[nH]2)c1,1,5256
7126,OC(=O)c1cccc(c1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,1538
3851,COc1ccc2ncc(F)c([C@H](O)CN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,c1cnc2c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)ccnc2c1,0,4333
992,Cc1nc(C)c(s1)c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(F)(F)F)n2C,c1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2cncs2)[nH]1)CC3,1,2834
6368,N[C@H]1CCCC[C@H]1Nc2ccc(C(=O)N)c(Nc3cccc(c3)n4nccn4)n2,c1cc(Nc2cccc(NC3CCCCC3)n2)cc(-n2nccn2)c1,0,7023
4025,Cl.CC(=O)NCCc1ccccc1c2ccc([C@@H](CN)Cc3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)c(C)c2,c1ccc(OCCOc2ccc(CCc3ccc(-c4ccccc4)cc3)cc2)cc1,1,3807
2780,Fc1ccc(Oc2ccc(nc2)C(=O)N3CCCN(CC3)C4CCC4)cc1,O=C(c1ccc(Oc2ccccc2)cn1)N1CCCN(C2CCC2)CC1,1,2862
3822,COc1ccc2CCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,O=C1COc2ccc(CNC3CCN(CCN4C(=O)CCc5ccccc54)CC3)nc2N1,0,4732
1250,CN(C)S(=O)(=O)N(C)[C@@H]1CCCN2C(=O)C(=C(N=C12)C(=O)NCc3ccc(F)cc3)O,O=C(NCc1ccccc1)c1cc(=O)n2c(n1)CCCC2,0,58
5935,CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(cn4)C#N,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,3596
8038,N\C(=N/N=C/c1ccc(F)cc1)\CC(O)c2cc3c(F)cc(F)cc3c4cc(ccc24)C(F)(F)F,C(CCc1cc2ccccc2c2ccccc12)=NN=Cc1ccccc1,1,4530
5269,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,c1ccc(CN2CCc3cc4ncsc4cc3CC2)cc1,0,7003
6813,COc1cc2nc([nH]c2cc1Cl)[C@@H](CNC(=O)c3c(Cl)cc(cc3Cl)n4cnc(C)n4)c5cccc(F)c5,O=C(NCC(c1ccccc1)c1nc2ccccc2[nH]1)c1ccc(-n2cncn2)cc1,0,2688
5493,CC(C)Oc1nc(ncc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)C4CCNCC4,c1ccc(Nc2ccnc(Nc3cnc(C4CCNCC4)nc3)n2)cc1,1,2450
6835,Cc1cn2cc(ccc2n1)c3ccc4OC5(CCC5)C6(COC6)C7(COC(=N7)N)c4c3,C1=NC2(CO1)c1cc(-c3ccc4nccn4c3)ccc1OC1(CCC1)C21COC1,0,7922
1537,CC1=Nc2ccc(C)cc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,0,1851
7681,COc1cncc(c1)c2ccc3O[C@@H](C)C4(COC4)[C@@]5(COC(=N)N5)c3c2,N=C1NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1,0,1540
205,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,c1ccccc1,0,2857
2863,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)CC1,c1ccc(OC2CC3CCC(C2)N3CCC2CCCCC2)cc1,0,2532
2361,CC1(C)Oc2cccc(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccnc(N)c5)c2O1,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCO4)CC2)CC1,1,1781
835,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5ccc6[nH]ccc6c5)n4C)CCc3c2,c1coc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc5[nH]ccc5c4)[nH]2)CC3)n1,1,6070
4852,Cl.C1NCC1C(Oc2ccccc2)c3ccc4ccccc4c3,c1ccc(OC(c2ccc3ccccc3c2)C2CNC2)cc1,1,5236
2934,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4cccs4)c1,c1ccc(OC2CC3CCC(C2)N3Cc2cccs2)cc1,1,3484
7124,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5CCCC5,c1ccc(N2CCC3CN(CCCSc4nnc(C5CCCC5)[nH]4)CC32)cc1,1,3942
2755,FC(F)(F)c1ccc(NC(=O)CN2CCCN(Cc3nc4ccccc4[nH]3)CC2)cc1,O=C(CN1CCCN(Cc2nc3ccccc3[nH]2)CC1)Nc1ccccc1,0,89
1453,[Na+].CC(C)COc1ccc(Cl)cc1c2ccccc2c3cccc(n3)C(=O)[O-],c1ccc(-c2ccccc2-c2ccccn2)cc1,0,1657
3446,ONC(=O)\C=C\c1ccc2CN(Cc2c1)S(=O)(=O)Cc3ccccc3,O=S(=O)(Cc1ccccc1)N1Cc2ccccc2C1,0,504
3069,O[C@H]1CN(C[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@@H]3CC[C@@H](CC3)c4ccccc4,O=C(CNC(=O)c1ccccc1)NC1CCN(C2CCC(c3ccccc3)CC2)C1,1,2001
7350,CNC(=O)c1cc(OCCCCN2CCC(CC2)c3noc4cc(F)ccc34)ccc1F,c1ccc(OCCCCN2CCC(c3noc4ccccc34)CC2)cc1,1,873
6067,CS(=O)(=O)c1ccc2nc(N)n(CC(O)c3cccc(Cl)c3Cl)c2c1,c1ccc(CCn2cnc3ccccc32)cc1,0,7660
4592,CS(=O)(=O)c1ccc(CCN2CCN(CCc3ccc(cc3)[N+](=O)[O-])CC2)cc1,c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,3639
1567,O=C1OCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2,O=C1OCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1,4086
1136,O[C@@H](C1CC1)C(=O)N2CC(=C[C@H]2c3cccc(O)c3)c4cc(F)ccc4F,O=C(CC1CC1)N1CC(c2ccccc2)=CC1c1ccccc1,0,5648
2673,CCN1CCC(CC1)N(C(=O)NCc2ccc(F)cc2)c3ccc(Cl)cn3,O=C(NCc1ccccc1)N(c1ccccn1)C1CCNCC1,0,1871
7121,COc1cccc(c1)N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,689
1446,CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)[C@@]4(C)CC[C@@H](CC4)NC(=O)OC,O=C(c1nc2ccc(N3CCNCC3)cc2[nH]1)C1CCCCC1,0,7635
2632,Fc1ccccc1C(=O)N2CCC(CCN3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F)CC2,O=C(CNC(=O)c1ccccc1)NC1CCN(CCC2CCN(C(=O)c3ccccc3)CC2)C1,0,6090
1480,Cc1nn(cc1CN2CCC3(CC2)OCc4ccccc34)c5c(Cl)cccc5NS(=O)(=O)C,c1ccc(-n2cc(CN3CCC4(CC3)OCc3ccccc34)cn2)cc1,0,4644
5465,COc1ccccc1N2CCN(CCCCOc3ccc4C(=CC(=O)Oc4c3)C)CC2,O=c1ccc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2o1,1,282
3182,O[C@@H]1CC[C@H](CC1)NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5,O=C(NC1CCCCC1)C(C1CCCCC1)n1c(-c2ccccc2)nc2ccccc21,0,4374
8168,CC(C)(NCc1cc(c(F)cc1F)[C@]2(C)CCSC(=N2)N)C(F)(F)F,C1=NC(c2ccccc2)CCS1,0,8241
3106,Cc1cc(ccc1NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5)C(=O)O,O=C(Nc1ccccc1)C(C1CCCCC1)n1c(-c2ccccc2)nc2ccccc21,1,3069
4263,C[C@@H]1CCCN1CCN2CCc3cc(ccc3C2=O)c4ccc(cc4)C#N,O=C1c2ccc(-c3ccccc3)cc2CCN1CCN1CCCC1,1,6730
7643,C[C@@H]1C[C@H](N)CN(C1)c2ccncc2Nc3ncc4ccc(nn34)c5c(F)cccc5F,c1ccc(-c2ccc3cnc(Nc4cnccc4N4CCCCC4)n3n2)cc1,1,6741
5779,Cc1cn(cn1)c2ccc(nn2)N3CCC(CC3)N4CCc5ccc(F)cc45,c1ccc2c(c1)CCN2C1CCN(c2ccc(-n3ccnc3)nn2)CC1,1,200
7669,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccncc5,c1ccc(C2CC23CCN(CCCSc2nnc(-c4ccncc4)[nH]2)C3)cc1,1,3362
3593,COCC1CCCN1S(=O)(=O)c2ccc(cc2)c3ccc(CCN4CCC[C@H]4C)cc3,O=S(=O)(c1ccc(-c2ccc(CCN3CCCC3)cc2)cc1)N1CCCC1,0,852
5466,CC1=CC(=O)Oc2cc(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)ccc12,O=c1ccc2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,1,6733
3710,FC(F)(F)c1ccc2onc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5cncs5)c2c1,O=C(CNc1noc2ccccc12)NC1CN(C2CCC(c3cncs3)CC2)C1,1,4546
1784,FC(F)(F)Oc1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)COc4cccc(Cl)c4)c2,O=C(COc1ccccc1)NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1,1,8052
7526,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1C5CCNC(=O)C5,O=C1CC(c2nnc(SCCCN3CCC4(CC4c4ccccc4)C3)[nH]2)CCN1,0,7835
4299,COc1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(OC)c1OC,c1ccc(CNCC2CCN(CCCCCC(c3ccccc3)c3ccccc3)C2)cc1,1,6330
7139,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,1992
3767,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3ccc(OC)cc3)CC1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,4350
4573,COCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,O=c1c2ccccc2c(Cc2ccccc2)nn1CC1CCCN1,1,2652
1111,CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(cc1)C#N,c1ccccc1,1,3404
622,CN1CCN(CCCN([C@@H]2CC[C@@]3(C[C@H]23)c4ccc(cc4)C#N)C(=O)Nc5ccc(F)c(c5)C(F)(F)F)CC1,O=C(Nc1ccccc1)N(CCCN1CCNCC1)C1CCC2(c3ccccc3)CC12,1,2828
4426,N[C@@H]1CCCN(C1)c2c(\C=C\3/SC(=O)NC3=O)cccc2c4ccncc4,O=C1NC(=O)C(=Cc2cccc(-c3ccncc3)c2N2CCCCC2)S1,0,7065
6462,COc1ccc2nc(OC)cc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,7199
1640,Cc1ccc(CN2CCC(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)cc1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,7417
669,Oc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1,6108
6485,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5c4)CN6C(=O)C=Cc7ncc(F)c1c67,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7nccc5c76)(CC3)OC4)cc2N1,0,5839
5443,CC(C)CN1CCC(COc2ccc(NC(=O)Nc3cccnc3Oc4ccccc4C(C)(C)C)c(F)c2)CC1,O=C(Nc1ccc(OCC2CCNCC2)cc1)Nc1cccnc1Oc1ccccc1,0,940
2834,CN(CCCN1CCN(CC1)c2cccc(Cl)c2Cl)C(=O)c3cc(c4ccccc4)n(C)c3C,O=C(NCCCN1CCN(c2ccccc2)CC1)c1c[nH]c(-c2ccccc2)c1,1,2898
6449,CCOc1cc(C)c2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,2641
7169,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1N5CCOCC5,c1ccc(N2CCC3CN(CCCSc4nnc(N5CCOCC5)[nH]4)CC32)cc1,1,789
7098,Cl.Cl.CN(C)Cc1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5NC(=O)CCc45)cc3C2,O=C1CCc2c(Oc3ccc4c(c3)CC(NC(=O)c3ccccc3)CC4)ccnc2N1,0,4477
6346,NC(=O)c1ccccc1OCCCN2CCN(CC2)c3cccc4c3ccn4S(=O)(=O)c5ccccc5,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCOc4ccccc4)CC3)cccc21,0,7232
4687,CCN(CC)CCSc1nc(c2cc(OC)c(Cl)cc2Cl)c3c(c[nH]c3n1)C#N,c1ccc(-c2ncnc3[nH]ccc23)cc1,0,5206
5595,COC(=O)c1ccccc1c2ccc(CN3CCC(COC(=O)c4c5OCCCn5c6ccccc46)CC3)cc2.CS(=O)(=O)O,O=C(OCC1CCN(Cc2ccc(-c3ccccc3)cc2)CC1)c1c2n(c3ccccc13)CCCO2,1,6040
2857,CCC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,O=S(=O)(Nc1ccc(C23CNCC2C3)cc1)c1ccccc1,0,6339
976,CN1C(=O)C=Cc2ccc(CN3CCC(CC3)NC(=O)C4=CC(=O)c5ccc(F)cc5O4)cc12,O=C(NC1CCN(Cc2ccc3ccc(=O)[nH]c3c2)CC1)c1cc(=O)c2ccccc2o1,0,8185
2513,CNC[C@@H](O)CCN1c2ccccc2N(c3c(F)cccc3F)S1(=O)=O,O=S1(=O)Nc2ccccc2N1c1ccccc1,0,4859
5441,OC(=O)C[C@@H]1COc2cc3O[C@@H](COc3cc12)c4cccc(Cl)c4,c1ccc(C2COc3cc4c(cc3O2)OCC4)cc1,0,4793
2032,CC1=C(Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3,O=S1(=O)C=C(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc21,1,7910
6606,NC(=O)c1cnc2[nH]ccc2c1NC3CCN(CC3)c4ccc(cn4)C#N,c1ccc(N2CCC(Nc3ccnc4[nH]ccc34)CC2)nc1,0,3839
2116,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)N4CCCC4c5cccnc5)c2,O=C(NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)N1CCCC1c1cccnc1,0,3491
6694,CCOC(=O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,0,3631
7939,Cc1cc(ccn1)c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(cnn3c2)C(=O)N,c1cc(-c2cc3c(NC4CCCC4)ccnn3c2)ccn1,0,2377
