,Canonical_smiles,IC50(nM),ClassA,ClassB,ClassC,ClassD,ClassE,ClassI,ClassJ,No,Murcko
531,Oc1c(I)cc(I)c2cccnc12,1000000.0,0,0,0,0,0,0,0,2113,c1ccc2ncccc2c1
2847,FC(F)CN1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4,10000.0,0,,,,,1,1,2114,O=C(Nc1ccc(-n2ccccc2=O)cc1)C1CNCC1C(=O)Nc1ccccn1
4125,O=C(Nc1ccccc1)NS(=O)(=O)c2ccc(OCCCCN3CCCCC3)cc2,100000.0,0,0,0,0,0,0,0,2115,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1
6714,NCC1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1,7600.0,0,,,,,1,1,2116,O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(OCC7CC7)nc56)(CC3)OC4)nc2N1
4116,Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2)c1,100000.0,0,0,0,0,0,0,0,2117,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1
6460,COc1cc(C)c2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,5.22,1,1,1,1,1,1,1,2118,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1
7614,OC(=O)CCc1ccc2cccc(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)c2n1,15848.93,0,0,,,,0,1,2119,c1cnc2c(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1
4860,CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)C#CC5CC5,8500.0,0,,,,,1,1,2120,O=c1ccc(C2(c3cccc(C#CC4CC4)c3)N=Cc3ccccc32)c[nH]1
3363,CC(C)[C@@]1(CC[C@H](C1)NC2CCOCC2)C(=O)N3CCN(CC3)c4cc(ccn4)C(F)(F)F,300.0,1,1,1,1,1,1,1,2121,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1
5404,CN(C)CCCn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c4cc(OC(F)F)ccc14,300.0,1,1,1,1,1,1,1,2122,c1ccc2c(-c3cnc4[nH]ccc4n3)n[nH]c2c1
1356,CNCc1ccc(Cl)cc1Oc2ccc(C)c(Cl)c2,1060.0,0,,,,,1,1,2123,c1ccc(Oc2ccccc2)cc1
3605,[O-][N+](=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,24300.0,0,0,0,,,0,0,2124,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccccc54)CC3)nc2N1
4902,CC(C)c1ccc(NC(=O)c2cccc(c2)c3nn([C@@H]4CCCN(C4)C(=O)C=C)c5ncnc(N)c35)cc1,1100.0,0,,,,,1,1,2125,O=C(Nc1ccccc1)c1cccc(-c2nn(C3CCCNC3)c3ncncc23)c1
2303,CCc1oc(CCc2cc(cc(NC)n2)N3CCOCC3)nc1C,830.0,1,1,1,1,1,1,1,2126,c1cc(N2CCOCC2)cc(CCc2ncco2)n1
6078,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2n1,21000.0,0,0,0,,,0,0,2127,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5cccnc54)CC3)nc2N1
5033,C(N1CCCCC1)c2ccc(Oc3nc4ncccc4s3)cc2,10000.0,0,,,,,1,1,2128,c1cnc2nc(Oc3ccc(CN4CCCCC4)cc3)sc2c1
745,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(OC(F)(F)F)cc3,30000.0,0,0,0,,,0,0,2129,c1ccc(COC2COc3nccn3C2)cc1
3263,Cc1cc(O[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F,790.0,1,1,1,1,1,1,1,2130,c1ccc(CNCCCCCOc2ccccc2)cc1
7998,COc1ccc(cc1)c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(cnn3c2)C(=O)N,13800.0,0,0,,,,0,1,2131,c1ccc(-c2cc3c(NC4CCCC4)ccnn3c2)cc1
2570,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4onc(c4C)c5ccc(Cl)cc5,440.0,1,1,1,1,1,1,1,2132,c1ccc(-c2cc(-c3ccc4cc(CCN5CCCC5)ccc4n3)on2)cc1
1431,NC(=O)C1=CN(c2cccc(Br)c2)c3ncccc3C1=O,94500.0,0,0,0,0,0,0,0,2133,O=c1ccn(-c2ccccc2)c2ncccc12
893,Cc1ncccc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(F)(F)F)n2C,3981.07,0,,,,,1,1,2134,c1cncc(-c2nnc(SCCCN3CCc4ccc5ocnc5c4CC3)[nH]2)c1
7782,COc1c2CCC[C@H](Cc2ccc1Nc3ncc(Cl)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)N6CCN(C)CC6,7900.0,0,,,,,1,1,2135,C1=CC2CC1CC2Nc1ccnc(Nc2ccc3c(c2)CCCC(N2CCNCC2)C3)n1
4151,Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCCOCC4)nn3,12589.25,0,0,,,,0,1,2136,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCOCC3)o2)cc1)c1ccccc1
1728,O=C1[C@H]2CCN1c3cccc4ccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)cc34,8300.0,0,,,,,1,1,2137,O=C1C2CCN1c1cccc3ccc(cc13)Oc1cccc(c1)Cn1cncc1CN2
739,CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6cccc(Cl)c6)c2)CC1,2590.0,0,,,,,1,1,2138,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)cs1)COc1ccccc1
3267,CNCC[C@@H](Oc1cc(Cl)ccc1Cl)c2ccccc2.OC(=O)\C=C\C(=O)O,1000000.0,0,0,0,0,0,0,0,2139,c1ccc(COc2ccccc2)cc1
8137,Cc1nnc2sc(C(=O)NCc3ccc(cc3)c4cccnc4F)c(N)c2c1C,33000.0,0,0,0,0,,0,0,2140,O=C(NCc1ccc(-c2cccnc2)cc1)c1cc2ccnnc2s1
7389,COc1nn(cc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C5CCN(CC5)C(=O)C,6600.0,0,,,,,1,1,2141,c1ccn2c(-c3ccnc(Nc4cnn(C5CCNCC5)c4)n3)cnc2c1
3850,COc1ccc2ncc(F)c([C@@H](O)CN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,5000.0,0,,,,,1,1,2142,c1cnc2c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)ccnc2c1
1168,COCCOCC#Cc1cc(cs1)c2n[nH]c3c4ccc(CN5CCN(C)CC5)cc4C(=O)c23,5300.0,0,,,,,1,1,2143,O=C1c2cc(CN3CCNCC3)ccc2-c2[nH]nc(-c3ccsc3)c21
6695,OC(=O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,60000.0,0,0,0,0,0,0,0,2144,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1
6285,Cc1nc(nc(OCCCN2CCCCC2)c1Cl)c3ccc(F)c(F)c3,1400.0,0,,,,,1,1,2145,c1ccc(-c2nccc(OCCCN3CCCCC3)n2)cc1
8065,CCc1nc2ccc(cn2c1N(C)c3nc(c4ccc(F)cc4)c(C#N)s3)N5CCN(CC(=O)N6CC(O)C6)CC5,11000.0,0,0,,,,0,1,2146,O=C(CN1CCN(c2ccc3ncc(Nc4nc(-c5ccccc5)cs4)n3c2)CC1)N1CCC1
3902,CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccccn3)CC2)c4cccnc4,13000.0,0,0,,,,0,1,2147,c1ccc(C(c2cccnc2)N2CCN(Cc3ccccn3)CC2)cc1
5714,N[C@H](COc1cccc2OCC(=O)Nc12)CN3CCC4(CC3)Cc5cc(F)ccc5O4,1100.0,0,,,,,1,1,2148,O=C1COc2cccc(OCCCN3CCC4(CC3)Cc3ccccc3O4)c2N1
2161,COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(C(=O)N4CCCC4)c5ccccc5)C(C)(C)C2,10000.0,0,,,,,1,1,2149,O=C(C1CCC(NCc2ccccc2)CC1)N1CCC(C(=O)N2CCCC2)(c2ccccc2)CC1
2920,Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5)C(C)(C)C)n2C,1000.0,1,1,1,1,1,1,1,2150,c1ccc(C2CC3CCC(C2)N3CCCSc2nnc(-c3cnco3)[nH]2)cc1
2962,CS(=O)(=O)Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N)cc1,6.6,1,1,1,1,1,1,1,2151,c1ccc(CN2C3CCC2CC(Oc2ccccc2)C3)cc1
251,Cc1onc(c2ccccc2Cl)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,1000000.0,0,0,0,0,0,0,0,2152,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1
3569,CN(C)C1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1,38000.0,0,0,0,0,,0,0,2153,O=C(NCC1CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1
3782,CC(=O)N1Cc2cc(Cl)ccc2n3c(C1)nnc3C4CCN(CC4)c5ccccn5,35200.0,0,0,0,0,,0,0,2154,c1ccc(N2CCC(c3nnc4n3-c3ccccc3CNC4)CC2)nc1
5785,O=C(N1CCCN(CC1)C2CCC2)N3CCC4(CCCN(C4)C5CCOCC5)C3,33000.0,0,0,0,0,,0,0,2155,O=C(N1CCCN(C2CCC2)CC1)N1CCC2(CCCN(C3CCOCC3)C2)C1
1586,CC1=Nc2cccc(C)c2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,10000.0,0,,,,,1,1,2156,O=c1c2ccccc2ncn1-c1ccc(OC2CCN(C3CCC3)CC2)cc1
7216,Cn1c(SCCCN2CC3CCN(C3C2)c4c(F)cccc4C(F)(F)F)nnc1c5cnccn5,1584.89,0,,,,,1,1,2157,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1
91,OC(=O)c1cc(ccc1O)\N=N\c2ccc(cc2)S(=O)(=O)Nc3ccccn3,1000000.0,0,0,0,0,0,0,0,2158,O=S(=O)(Nc1ccccn1)c1ccc(N=Nc2ccccc2)cc1
3217,CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cccc(n4)C(F)(F)F,3900.0,0,,,,,1,1,2159,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1
371,C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,1000000.0,0,0,0,0,0,0,0,2160,C1=C2CCC3C4CCCC4CCC3C2Cc2cnoc21
8224,CCc1nc2ccc(cn2c1N(C)c3nc(cs3)c4ccc(F)cc4)N5CCN(CC(=O)N6CC(O)C6)CC5,33000.0,0,0,0,0,,0,0,2161,O=C(CN1CCN(c2ccc3ncc(Nc4nc(-c5ccccc5)cs4)n3c2)CC1)N1CCC1
1538,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(CC4)C(=O)C)C#N,30000.0,0,0,0,,,0,0,2162,c1nc(NCC2CCC3(CCC3)CC2)cc(OCC2CCNCC2)n1
1982,COc1ccc(cc1)[C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(CC3)(c4ccccc4)c5oc(C)nn5)C(C)(C)C2,10000.0,0,,,,,1,1,2163,O=C(C1CCC(NCc2ccccc2)CC1)N1CCC(c2ccccc2)(c2nnco2)CC1
2188,CCN(CC)C(=O)c1ccc(cc1F)C2=CC3(CCNCC3)Oc4ccccc24,3794.0,0,,,,,1,1,2164,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2
1791,CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]2CCNC2,40200.0,0,0,0,0,0,0,0,2165,c1ccc(CNC2CCNC2)cc1
2499,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5cccnc5,1500.0,0,,,,,1,1,2166,c1cncc(-c2ncc(-c3ccc4cc(CCN5CCCC5)ccc4n3)s2)c1
2143,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc4ccccc24)c(O)c1,56700.0,0,0,0,0,0,0,0,2167,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2
5210,C[n+]1c(cccc1C#CCOc2ccccc2)C#CCOc3ccccc3,14014.0,0,0,,,,0,1,2168,C(#Cc1cccc(C#CCOc2ccccc2)[nH+]1)COc1ccccc1
1353,C[C@@H]1CN(CC(F)F)CCN1c2cc3[nH]c(SC(C)(C)C)nc3cc2Cl,10000.0,0,,,,,1,1,2169,c1nc2ccc(N3CCNCC3)cc2[nH]1
7428,Fc1cc(ccc1OCCN2CC3CN(CCNS(=O)(=O)c4ccc5OCCc5c4)CC(C2)O3)C#N,31622.78,0,0,0,0,,0,0,2170,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccc2c(c1)CCO2
3293,Clc1cnc(nc1)N2CCC(CC2)[C@H]3C[C@H]3CCOc4ccc(cc4)n5ccnn5,19000.0,0,0,,,,0,1,2171,c1cnc(N2CCC(C3CC3CCOc3ccc(-n4ccnn4)cc3)CC2)nc1
8271,CCOC(=O)C1=C(CN2CCOC(CO)C2)NC(=NC1c3ccc(F)cc3Br)c4nccs4,7330.0,0,,,,,1,1,2172,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1
2817,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,1000000.0,0,0,0,0,0,0,0,2173,c1ccc2c(c1)CCC1C2CCC2CCCC21
7732,Cc1nccn1c2ccc(cn2)c3cn(CC(=O)Nc4cccc(Cl)c4Cl)nn3,4500.0,0,,,,,1,1,2174,O=C(Cn1cc(-c2ccc(-n3ccnc3)nc2)nn1)Nc1ccccc1
5369,C[C@H]1COCCN1c2nc(N3CCOC[C@@H]3C)c4ccc(nc4n2)c5cccc(c5)C(=O)NCCO,32000.0,0,0,0,0,,0,0,2175,c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)cc1
5964,C[C@H](CO)OC[C@H](Oc1ncnc2c1cnn2c3c(Cl)cccc3C#N)C(=O)Nc4cnc(C)cn4,100000.0,0,0,0,0,0,0,0,2176,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1cnccn1
5480,O[C@H](COc1cc(F)ccc1C(=O)NC2CC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,38.0,1,1,1,1,1,1,1,2177,O=C(NC1CC1)c1ccccc1OCCCN1CCC2(CC1)Cc1ccccc1O2
1612,CNCc1cc(OC)c(OC)cc1Oc2ccc(Cl)c(Cl)c2,10100.0,0,0,,,,0,1,2178,c1ccc(Oc2ccccc2)cc1
1391,CNC(=O)c1ccc(Nc2ncc(F)c(n2)c3cnc(C)n3C(C)C)cc1F,19000.0,0,0,,,,0,1,2179,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1
569,Nc1c(Br)cc(Br)cc1CN[C@@H]2CC[C@@H](O)CC2,1000000.0,0,0,0,0,0,0,0,2180,c1ccc(CNC2CCCCC2)cc1
601,Clc1ccc(cc1)c2nc(COc3ccccc3CN4CCCCCCC4)cs2,30.0,1,1,1,1,1,1,1,2181,c1ccc(-c2nc(COc3ccccc3CN3CCCCCCC3)cs2)cc1
8083,Cl.CN(C\C=C\c1ccc(cc1)c2ccccc2)Cc3coc4ccccc34,34800.0,0,0,0,0,,0,0,2182,C(=Cc1ccc(-c2ccccc2)cc1)CNCc1coc2ccccc12
1575,Sc1ncccc1C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O,11000.01,0,0,,,,0,1,2183,O=C(c1cccnc1)N1CCC(NCc2cncn2Cc2ccccc2)C1=O
2360,C[C@@H]1CN(CCN1C(=O)C(=O)c2c[nH]c3cnccc23)C(=O)c4ccccc4,80000.0,0,0,0,0,0,0,0,2184,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2cnccc12
6183,COc1ccc(C(=O)NC(=O)Nc2ccc3\C(=C\c4[nH]c(C)c(C(=O)NCCN5CCCC5)c4C)\C(=O)Nc3c2)c(F)c1,9670.0,0,,,,,1,1,2185,O=C(NC(=O)c1ccccc1)Nc1ccc2c(c1)NC(=O)C2=Cc1cc(C(=O)NCCN2CCCC2)c[nH]1
1483,CC(C)(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,70000.0,0,0,0,0,0,0,0,2186,c1cc(N2CCOCC2)ncn1
5517,CC(=O)Nc1cc(Nc2cc(NC3CCC3)n4ncc(C#N)c4n2)c(F)cc1C,16000.0,0,0,,,,0,1,2187,c1ccc(Nc2cc(NC3CCC3)n3nccc3n2)cc1
6923,NC1=NC2(CO1)c3cc(Br)ccc3OC(CC4CC4)C25COC5,10000.0,0,,,,,1,1,2188,C1=NC2(CO1)c1ccccc1OC(CC1CC1)C21COC1
379,CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4,19750.3,0,0,,,,0,1,2189,O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12
316,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,1000000.0,0,0,0,0,0,0,0,2190,O=C(CNCCCc1ccccc1)N1CCC2CCCC21
4139,O=C(NC(c1ccccc1)c2ccccc2)NS(=O)(=O)c3ccc(OCCCN4CCCCC4)cc3,100000.0,0,0,0,0,0,0,0,2191,O=C(NC(c1ccccc1)c1ccccc1)NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1
1289,OC(COc1cccc2OC(=CC(=O)c12)C(=O)O)COc3cccc4OC(=CC(=O)c34)C(=O)O,1000000.0,0,0,0,0,0,0,0,2192,O=c1ccoc2cccc(OCCCOc3cccc4occc(=O)c34)c12
4004,CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc(Cl)cc4F)cc3C2=O)C)C1,128.82,1,1,1,1,1,1,1,2193,O=c1c2cc(Oc3ccccc3)ncc2ncn1CC1CCCNC1
262,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,1000000.0,0,0,0,0,0,0,0,2194,c1nc(N2CCCCC2)c2ncnc(N3CCCCC3)c2n1
178,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,40000.0,0,0,0,0,,0,0,2195,c1ccc(C(Cc2ccncn2)Cn2cncn2)cc1
5665,CCCCN(CC)CC#CCOC(c1ccccc1)c2ccccc2,4810.0,0,,,,,1,1,2196,c1ccc(Cc2ccccc2)cc1
1552,C[C@H]1CN(CCN1c2ncc(cc2F)C(F)(F)F)S(=O)(=O)C[C@]34CC[C@H](CC3=O)C4(C)C,63000.0,0,0,0,0,0,0,0,2197,O=C1CC2CCC1(CS(=O)(=O)N1CCN(c3ccccn3)CC1)C2
8303,Cc1ccc(c(c1)C(=O)N2C[C@@]3(F)CN(C[C@@]3(F)C2)c4oc5ccccc5n4)n6nccn6,30000.0,0,0,0,,,0,0,2198,O=C(c1ccccc1-n1nccn1)N1CC2CN(c3nc4ccccc4o3)CC2C1
2179,COc1cccc2c1OC(C(C)S2(=O)=O)c3ccc(OCCCN4CCCC4)cc3,7000.0,0,,,,,1,1,2199,O=S1(=O)CC(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc21
6769,COc1cccc2nc(CCCN(C)CC[C@@]3(C[C@H]4CCC[C@@H]3c5ccccc45)OC(=O)C(C)C)[nH]c12,400.0,1,1,1,1,1,1,1,2200,c1ccc2c(c1)C1CCCC2C(CCNCCCc2nc3ccccc3[nH]2)C1
3643,O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc5OCOc5c4,13500.0,0,0,,,,0,1,2201,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1
4854,Cl.Fc1cc(ccc1Cl)C(Oc2ccccc2)C3CNC3,1560.0,0,,,,,1,1,2202,c1ccc(OC(c2ccccc2)C2CNC2)cc1
218,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c5ccc6OCOc6c5)C1=O,79432.82,0,0,0,0,0,0,0,2203,O=C1NCC(=O)N2C1Cc1c([nH]c3ccccc13)C2c1ccc2c(c1)OCO2
3894,CCOC(=O)Nc1ccccc1[C@H](N2CCN(Cc3cscn3)CC2)c4ccc(cc4)C(=O)N(CC)CC,8700.0,0,,,,,1,1,2204,c1ccc(C(c2ccccc2)N2CCN(Cc3cscn3)CC2)cc1
5398,CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,11220.18,0,0,,,,0,1,2206,c1cc(C2CCN(c3ccc4nncn4n3)CC2)ccc1OCCN1CCNCC1
5442,CN(C)Cc1ccccc1c2ccc(NC(=O)Nc3cccnc3Oc4ccccc4C(C)(C)C)c(F)c2,5400.0,0,,,,,1,1,2207,O=C(Nc1ccc(-c2ccccc2)cc1)Nc1cccnc1Oc1ccccc1
4120,O=C(Nc1ccccc1)NS(=O)(=O)c2ccc(OCCCCN3CCCC3)cc2,100000.0,0,0,0,0,0,0,0,2208,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1
6318,OC1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)C=C(Cl)c7ncc(F)c1c67,60000.0,0,0,0,0,0,0,0,2209,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7nccc5c76)(CC3)OC4)nc2N1
4600,O=C1OCc2cc(CCN3CCN(CCc4ccc5nonc5c4)CC3)ccc12,280.0,1,1,1,1,1,1,1,2210,O=C1OCc2cc(CCN3CCN(CCc4ccc5nonc5c4)CC3)ccc21
3454,Cc1ccccc1S(=O)(=O)N2Cc3ccc(\C=C\C(=O)NO)cc3C2,30000.0,0,0,0,,,0,0,2211,O=S(=O)(c1ccccc1)N1Cc2ccccc2C1
4140,COc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,5011.87,0,,,,,1,1,2212,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1
250,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,1000000.0,0,0,0,0,0,0,0,2213,O=c1ncccn1C1CCCO1
5600,COc1cc(CC(=O)N2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1n5cnnn5,8200.0,0,,,,,1,1,2214,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21
953,CN1C(=O)COc2cc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3cc12,25118.86,0,0,0,,,0,0,2215,O=C1COc2cc3c(cc2N1)CCN(CCCSc1nnc(-c2cnco2)[nH]1)CC3
6850,NC1=NC2(c3cc(ccc3OCC24CC4)c5cncnc5)C(F)(F)CS1,1001.0,0,,,,,1,1,2216,C1=NC2(CCS1)c1cc(-c3cncnc3)ccc1OCC21CC1
3999,CC(C)N1CCC[C@H](CN2C(=Nc3ccc(Oc4ccc(Cl)cc4F)nc3C2=O)C)C1,1288.25,0,,,,,1,1,2217,O=c1c2nc(Oc3ccccc3)ccc2ncn1CC1CCCNC1
5664,CC(C)CN1CCC(CC1)c2ccccc2Oc3ncccc3NC(=O)Nc4ccc(OC(F)(F)F)cc4,6000.0,0,,,,,1,1,2218,O=C(Nc1ccccc1)Nc1cccnc1Oc1ccccc1C1CCNCC1
3879,Fc1cccc(c1)S(=O)(=O)c2ccc3c4CCNC5(CCOCC5)c4oc3c2,30000.0,0,0,0,,,0,0,2219,O=S(=O)(c1ccccc1)c1ccc2c3c(oc2c1)C1(CCOCC1)NCC3
5395,OC1(CCN(CC1)c2ccc3nnc(n3n2)C(F)(F)F)c4cccnc4,95499.26,0,0,0,0,0,0,0,2220,c1cncc(C2CCN(c3ccc4nncn4n3)CC2)c1
4334,Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,2000.0,0,,,,,1,1,2221,O=C(Nc1ccccc1)N1CCN(CC2CCCN(C3CC3)C2)CC1
1991,FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC(=O)NC(c4ccncc4)c5ccc(Cl)cc5)CC3)c2,1700.0,0,,,,,1,1,2222,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)NC(c1ccccc1)c1ccncc1
3132,COc1cc(\C=C\c2nc(N)c3c4CCCCCc4sc3n2)ccc1n5cnc(C)c5,390.0,1,1,1,1,1,1,1,2223,C(=Cc1ncc2c3c(sc2n1)CCCCC3)c1ccc(-n2ccnc2)cc1
8045,COC(=O)N[C@@H]1CC(C)(C)c2ccc(Nc3nc(NCC(F)F)c4occc4n3)cc2NC1=O,20000.0,0,0,,,,0,1,2224,O=C1CCCc2ccc(Nc3ncc4occc4n3)cc2N1
2926,C[C@@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccc(C)s4,2.8,1,1,1,1,1,1,1,2225,c1ccc(OC2CC3CCC(C2)N3Cc2cccs2)cc1
3759,CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3ccc4CN(CC(=O)N[C@@H](C)CO)CCc4c3C,10000.0,0,,,,,1,1,2226,c1ccc(-c2nc(-c3ccc4c(c3)CCNC4)no2)cc1
7700,CN(CCN1CC2CN(CCCOc3ccc(F)cc3)CC(C1)O2)S(=O)(=O)c4ccc(cc4)C#N,31622.78,0,0,0,0,,0,0,2227,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1
7563,Cc1c2COC(=O)c2ccc1[C@@H]3CN4CCN(C[C@@H]4CO3)C(=O)Cc5ccc(nc5)n6cnnn6,59400.0,0,0,0,0,0,0,0,2228,O=C1OCc2cc(C3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)nc5)CC4CO3)ccc21
2997,Nc1oc2cccc(C(=O)N[C@@H]3CN4CCC3CC4)c2n1,30000.0,0,0,0,,,0,0,2229,O=C(NC1CN2CCC1CC2)c1cccc2ocnc12
